SIS ID,Sequence,Family,Scientific name,Common name,RL Category,PE (Possibly extinct),PEW (Possibly extinct in the wild),Seabird,Waterbird,Landbird,Migratory status,Ecosystem - Terrestrial,Ecosystem - Freshwater,Ecosystem - Marine,Red List Area of Occurrence,Red List Extent of Occurrence (smaller of breeding and non-breeding EOO),Population size (mature individuals),Population size derivation,Current population trend,Current population trend derivation
22712710,93530,Bulbuls,Poliolophus urostictus,Yellow-wattled Bulbul,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,655000,Unknown,not applicable,Decreasing,suspected
22713173,93540,Bulbuls,Acritillas indica,Yellow-browed Bulbul,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,759000,Unknown,not applicable,Stable,suspected
22729503,93560,Leaf-warblers,Phylloscopus orientalis,Eastern Bonelli's Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,1900000,65000-218000,estimated,Unknown,estimated
22715255,93570,Leaf-warblers,Phylloscopus bonelli,Western Bonelli's Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,3380000,6400000-8480000,estimated,Increasing,suspected
22715260,93580,Leaf-warblers,Phylloscopus sibilatrix,Wood Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,11800000,17100000-30000000,estimated,Decreasing,suspected
22732052,93590,Leaf-warblers,Phylloscopus yunnanensis,Chinese Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,767000,Unknown,not applicable,Stable,suspected
22715305,93600,Leaf-warblers,Phylloscopus subviridis,Brooks's Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,413000,Unknown,not applicable,Decreasing,suspected
22715310,93610,Leaf-warblers,Phylloscopus inornatus,Yellow-browed Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,15600000,Unknown,not applicable,Stable,suspected
22729514,93620,Leaf-warblers,Phylloscopus humei,Hume's Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,8400000,Unknown,not applicable,Stable,suspected
22734370,93630,Leaf-warblers,Phylloscopus chloronotus,Lemon-rumped Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,802000,Unknown,,Stable,suspected
22732898,93640,Leaf-warblers,Phylloscopus forresti,Sichuan Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,867000,Unknown,not applicable,Decreasing,suspected
22732653,93650,Leaf-warblers,Phylloscopus kansuensis,Gansu Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,158000,Unknown,not applicable,Decreasing,suspected
22734364,93660,Leaf-warblers,Phylloscopus proregulus,Pallas's Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,6680000,Unknown,,Stable,suspected
22715287,93670,Leaf-warblers,Phylloscopus pulcher,Buff-barred Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,3460000,Unknown,not applicable,Decreasing,suspected
22715290,93680,Leaf-warblers,Phylloscopus maculipennis,Ashy-throated Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,3420000,Unknown,not applicable,Decreasing,suspected
22715264,93690,Leaf-warblers,Phylloscopus fuscatus,Dusky Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,15900000,Unknown,not applicable,Stable,suspected
22715267,93700,Leaf-warblers,Phylloscopus fuligiventer,Smoky Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,TRUE,FALSE,Unknown,1650000,Unknown,not applicable,Stable,suspected
22715275,93710,Leaf-warblers,Phylloscopus subaffinis,Buff-throated Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,2890000,Unknown,not applicable,Stable,suspected
22715240,93720,Leaf-warblers,Phylloscopus trochilus,Willow Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,23100000,236000000-358000000,estimated,Decreasing,suspected
22729520,93730,Leaf-warblers,Phylloscopus ibericus,Iberian Chiffchaff,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,1160000,1230000-2050000,estimated,Stable,estimated
103843725,93740,Leaf-warblers,Phylloscopus collybita,Common Chiffchaff,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,14000000,75900000-120000000,estimated,Stable,suspected
103844067,93750,Leaf-warblers,Phylloscopus tristis,Siberian Chiffchaff,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,11300000,6000000,estimated,Decreasing,suspected
22729528,93760,Leaf-warblers,Phylloscopus canariensis,Canary Islands Chiffchaff,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,27600,42100-211000,estimated,Unknown,suspected
22728939,93770,Leaf-warblers,Phylloscopus sindianus,Mountain Chiffchaff,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,3640000,460000-1829999,estimated,Stable,suspected
22715249,93780,Leaf-warblers,Phylloscopus neglectus,Plain Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,2470000,Unknown,not applicable,Stable,suspected
22715339,93790,Leaf-warblers,Phylloscopus tytleri,Tytler's Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,330000,Unknown,not applicable,Unknown,not applicable
22715278,93800,Leaf-warblers,Phylloscopus griseolus,Sulphur-bellied Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,5130000,Unknown,not applicable,Stable,suspected
22715270,93810,Leaf-warblers,Phylloscopus affinis,Tickell's Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,3390000,Unknown,not applicable,Stable,suspected
22715281,93820,Leaf-warblers,Phylloscopus armandii,Yellow-streaked Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,3080000,Unknown,not applicable,Stable,suspected
22715284,93830,Leaf-warblers,Phylloscopus schwarzi,Radde's Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,6190000,Unknown,not applicable,Stable,suspected
22715430,93840,Leaf-warblers,Phylloscopus intermedius,White-spectacled Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,3880000,Unknown,not applicable,Stable,suspected
22715433,93850,Leaf-warblers,Phylloscopus poliogenys,Grey-cheeked Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,2280000,Unknown,not applicable,Decreasing,suspected
22734347,93860,Leaf-warblers,Phylloscopus burkii,Green-crowned Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,754000,Unknown,,Decreasing,suspected
22732750,93870,Leaf-warblers,Phylloscopus tephrocephalus,Grey-crowned Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,1100000,Unknown,not applicable,Decreasing,suspected
22732738,93880,Leaf-warblers,Phylloscopus omeiensis,Martens's Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,754000,Unknown,not applicable,Decreasing,suspected
22732744,93890,Leaf-warblers,Phylloscopus soror,Alstr?m's Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,1290000,Unknown,not applicable,Decreasing,suspected
22732755,93900,Leaf-warblers,Phylloscopus valentini,Bianchi's Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,477000,Unknown,not applicable,Decreasing,suspected
22732760,93910,Leaf-warblers,Phylloscopus whistleri,Whistler's Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,1590000,Unknown,not applicable,Decreasing,suspected
22715380,93920,Leaf-warblers,Phylloscopus cebuensis,Lemon-throated Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,303000,Unknown,not applicable,Decreasing,suspected
22715375,93930,Leaf-warblers,Phylloscopus olivaceus,Philippine Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,380000,Unknown,not applicable,Decreasing,suspected
22715348,93940,Leaf-warblers,Phylloscopus coronatus,Eastern Crowned Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,7330000,Unknown,not applicable,Decreasing,suspected
22715353,93950,Leaf-warblers,Phylloscopus ijimae,Ijima's Leaf-warbler,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,133000,2500-9999,estimated,Decreasing,suspected
22715234,93960,Leaf-warblers,Phylloscopus umbrovirens,Brown Woodland-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,3990000,Unknown,not applicable,Decreasing,suspected
22715228,93970,Leaf-warblers,Phylloscopus budongoensis,Uganda Woodland-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1500000,Unknown,not applicable,Decreasing,suspected
22715222,93980,Leaf-warblers,Phylloscopus herberti,Black-capped Woodland-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,157000,Unknown,not applicable,Decreasing,suspected
22715194,93990,Leaf-warblers,Phylloscopus laetus,Red-faced Woodland-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,182000,Unknown,not applicable,Decreasing,suspected
22715200,94000,Leaf-warblers,Phylloscopus laurae,Laura's Woodland-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,836000,Unknown,not applicable,Decreasing,suspected
22715207,94010,Leaf-warblers,Phylloscopus ruficapilla,Yellow-throated Woodland-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,3730000,Unknown,not applicable,Decreasing,suspected
22715436,94020,Leaf-warblers,Phylloscopus castaniceps,Chestnut-crowned Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,8520000,Unknown,not applicable,Decreasing,suspected
103845379,94030,Leaf-warblers,Phylloscopus sumatrensis,Sumatran Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,116000,Unknown,not applicable,Decreasing,suspected
103845369,94040,Leaf-warblers,Phylloscopus grammiceps,Javan Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,61700,Unknown,not applicable,Decreasing,suspected
22715439,94050,Leaf-warblers,Phylloscopus montis,Yellow-breasted Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,4640000,Unknown,not applicable,Stable,suspected
22724433,94060,Leaf-warblers,Phylloscopus emeiensis,Emei Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,482000,Unknown,not applicable,Decreasing,suspected
22731553,94070,Leaf-warblers,Phylloscopus nitidus,Green Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,1470000,1700000-3400000,estimated,Increasing,suspected
103845399,94080,Leaf-warblers,Phylloscopus trochiloides,Greenish Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,18700000,20200000-38300000,estimated,Increasing,suspected
103845702,94090,Leaf-warblers,Phylloscopus plumbeitarsus,Two-barred Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,6290000,Unknown,estimated,Decreasing,suspected
103845882,94100,Leaf-warblers,Phylloscopus borealis,Arctic Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,22600000,10000000-500000000,estimated,Increasing,suspected
103845868,94110,Leaf-warblers,Phylloscopus examinandus,Kamchatka Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,3260000,Unknown,not applicable,Stable,suspected
22735629,94120,Leaf-warblers,Phylloscopus xanthodryas,Japanese Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,569000,Unknown,not applicable,Stable,suspected
22715329,94130,Leaf-warblers,Phylloscopus borealoides,Sakhalin Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,1868000,Unknown,not applicable,Decreasing,suspected
22715324,94140,Leaf-warblers,Phylloscopus tenellipes,Pale-legged Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,1560000,Unknown,not applicable,Decreasing,suspected
22715334,94150,Leaf-warblers,Phylloscopus magnirostris,Large-billed Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,3000000,Unknown,not applicable,Stable,suspected
103845991,94160,Leaf-warblers,Phylloscopus calciatilis,Limestone Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,314000,Unknown,,Stable,suspected
22715369,94170,Leaf-warblers,Phylloscopus cantator,Yellow-vented Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,1110000,Unknown,not applicable,Stable,suspected
22715372,94180,Leaf-warblers,Phylloscopus ricketti,Sulphur-breasted Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,1780000,Unknown,not applicable,Decreasing,suspected
22734268,94190,Leaf-warblers,Phylloscopus claudiae,Claudia's Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,1330000,Unknown,not applicable,Decreasing,suspected
22734278,94200,Leaf-warblers,Phylloscopus reguloides,Blyth's Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,3840000,Unknown,,Stable,suspected
22715344,94210,Leaf-warblers,Phylloscopus occipitalis,Western Crowned Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,486000,Unknown,not applicable,Decreasing,suspected
22734273,94220,Leaf-warblers,Phylloscopus goodsoni,Hartert's Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,974000,Unknown,not applicable,Decreasing,suspected
22715385,94230,Leaf-warblers,Phylloscopus trivirgatus,Mountain Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,6420000,Unknown,not applicable,Decreasing,suspected
216916973,94240,Leaf-warblers,Phylloscopus nesophilus,Sulawesi Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,180000,Unknown,not applicable,Stable,suspected
216917007,94250,Leaf-warblers,Phylloscopus sarasinorum,Lompobattang Leaf-warbler,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,4775,50000-99999,inferred,Decreasing,suspected
103866004,94260,Leaf-warblers,Phylloscopus poliocephalus,Island Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,3220000,Unknown,not applicable,Decreasing,suspected
103866018,94270,Leaf-warblers,Phylloscopus misoriensis,Biak Leaf-warbler,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,3000,3600,2500-9999,suspected,Decreasing,suspected
103866023,94280,Leaf-warblers,Phylloscopus maforensis,Numfor Leaf-warbler,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,460,460,2500-9999,suspected,Decreasing,suspected
155223332,94290,Leaf-warblers,Phylloscopus presbytes,Timor Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,114000,Unknown,not applicable,Stable,suspected
155224052,94300,Leaf-warblers,Phylloscopus rotiensis,Rote Leaf-warbler,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1900,2500-9999,suspected,Decreasing,suspected
22715412,94310,Leaf-warblers,Phylloscopus amoenus,Kolombangara Leaf-warbler,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,84,84,900-1650,inferred,Stable,suspected
22715363,94320,Leaf-warblers,Phylloscopus hainanus,Hainan Leaf-warbler,VU,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,13400,1500-7000,estimated,Decreasing,inferred
22715423,94330,Leaf-warblers,Phylloscopus xanthoschistos,Grey-hooded Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1290000,Unknown,not applicable,Decreasing,suspected
22734251,94340,Leaf-warblers,Phylloscopus intensior,White-tailed Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,1630000,Unknown,,Decreasing,suspected
22734257,94350,Leaf-warblers,Phylloscopus ogilviegranti,Kloss's Leaf-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,3150000,Unknown,not applicable,Stable,suspected
22707012,94540,Bush-warblers,Erythrocercus holochlorus,Little Yellow Flycatcher,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,393000,Unknown,not applicable,Decreasing,suspected
22707008,94550,Bush-warblers,Erythrocercus mccallii,Chestnut-capped Flycatcher,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,5540000,Unknown,not applicable,Decreasing,suspected
22707017,94560,Bush-warblers,Erythrocercus livingstonei,Livingstone's Flycatcher,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1870000,Unknown,not applicable,Stable,suspected
22713547,94570,Bush-warblers,Scotocerca inquieta,Streaked Scrub-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,20500000,Unknown,not applicable,Decreasing,estimated
22714350,94580,Bush-warblers,Tesia olivea,Slaty-bellied Tesia,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,TRUE,FALSE,Unknown,2680000,Unknown,not applicable,Decreasing,suspected
22714353,94590,Bush-warblers,Tesia cyaniventer,Grey-bellied Tesia,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,TRUE,FALSE,Unknown,4430000,Unknown,not applicable,Decreasing,suspected
22714356,94600,Bush-warblers,Tesia superciliaris,Javan Tesia,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,31400,Unknown,not applicable,Stable,suspected
22714359,94610,Bush-warblers,Tesia everetti,Russet-capped Tesia,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,65600,Unknown,not applicable,Decreasing,suspected
22714423,94620,Bush-warblers,Cettia major,Chestnut-crowned Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,2550000,Unknown,not applicable,Decreasing,suspected
22714440,94630,Bush-warblers,Cettia brunnifrons,Grey-sided Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,2770000,Unknown,not applicable,Stable,suspected
22714347,94640,Bush-warblers,Cettia castaneocoronata,Chestnut-headed Tesia,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,TRUE,FALSE,Unknown,3520000,Unknown,not applicable,Decreasing,suspected
22714445,94650,Bush-warblers,Cettia cetti,Cetti's Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,19900000,9070000-14600000,estimated,Stable,suspected
22715145,94670,Bush-warblers,Hemitesia neumanni,Neumann's Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,TRUE,FALSE,Unknown,93800,Unknown,not applicable,Decreasing,suspected
22714371,94680,Bush-warblers,Hemitesia pallidipes,Pale-footed Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,4660000,Unknown,not applicable,Stable,suspected
22714368,94690,Bush-warblers,Urosphena squameiceps,Asian Stubtail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,2680000,Unknown,not applicable,Decreasing,suspected
22714365,94700,Bush-warblers,Urosphena whiteheadi,Bornean Stubtail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,360000,Unknown,not applicable,Stable,suspected
22714362,94710,Bush-warblers,Urosphena subulata,Timor Stubtail,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,121000,Unknown,not applicable,Stable,suspected
22731005,94720,Bush-warblers,Abroscopus superciliaris,Yellow-bellied Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,8290000,Unknown,not applicable,Decreasing,suspected
22715451,94730,Bush-warblers,Abroscopus albogularis,Rufous-faced Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,4300000,Unknown,not applicable,Decreasing,suspected
22715454,94740,Bush-warblers,Abroscopus schisticeps,Black-faced Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,2160000,Unknown,not applicable,Stable,suspected
22714976,94750,Bush-warblers,Phyllergates cucullatus,Mountain Tailorbird,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,TRUE,FALSE,Unknown,12100000,Unknown,not applicable,Decreasing,suspected
22714979,94760,Bush-warblers,Phyllergates heterolaemus,Rufous-headed Tailorbird,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,39500,Unknown,not applicable,Decreasing,suspected
22715445,94770,Bush-warblers,Tickellia hodgsoni,Broad-billed Warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1700000,Unknown,not applicable,Decreasing,suspected
22714408,94780,Bush-warblers,Horornis fortipes,Brownish-flanked Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,5820000,Unknown,not applicable,Decreasing,suspected
22735325,94790,Bush-warblers,Horornis brunnescens,Hume's Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,591000,Unknown,not applicable,Decreasing,suspected
22735889,94800,Bush-warblers,Horornis acanthizoides,Yellowish-bellied Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,2060000,Unknown,,Decreasing,suspected
105295705,94810,Bush-warblers,Horornis flavolivaceus,Aberrant Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Altitudinal migrant,TRUE,FALSE,FALSE,Unknown,14000000,Unknown,not applicable,Stable,suspected
22714386,94820,Bush-warblers,Horornis seebohmi,Philippine Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,23400,Unknown,not applicable,Stable,suspected
22714376,94830,Bush-warblers,Horornis canturians,Korean Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,TRUE,FALSE,Unknown,2410000,Unknown,not applicable,Stable,suspected
22714380,94840,Bush-warblers,Horornis diphone,Japanese Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Full migrant,TRUE,FALSE,FALSE,Unknown,3220000,Unknown,not applicable,Stable,suspected
22714391,94850,Bush-warblers,Horornis annae,Palau Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,1200,Unknown,not applicable,Stable,suspected
22714418,94860,Bush-warblers,Horornis carolinae,Tanimbar Bush-warbler,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,4000,Unknown,not applicable,Decreasing,inferred
22714396,94870,Bush-warblers,Horornis parens,Shade Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,810,Unknown,not applicable,Decreasing,suspected
22734397,94880,Bush-warblers,Horornis haddeni,Bougainville Bush-warbler,NT,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,380,2900,Unknown,not applicable,Decreasing,suspected
22714403,94890,Bush-warblers,Horornis ruficapilla,Fiji Bush-warbler,LC,FALSE,FALSE,FALSE,FALSE,TRUE,Not a migrant,TRUE,FALSE,FALSE,Unknown,55600,Unknown,not applicable,Decreasing,suspected
